"","name","review","rating"
"1747","Wow Cup for Kids - NEW Innovative 360 Spill Free Drinking Cup - BPA Free - 8 Ounce (Blue)","This cup is junk.  Look on the commercial how long it takes them to drink 1/5 the cup.  Now watch your kid struggle to get a small sip.  Horrible pile of junk",1
"1748","Quinny Zapp Xtra, Rocking Black","We got this stroller as somewhat of a gift from someone who\'d used it before. As a hand-me-down, I didn\'t expect much initially. I didn\'t bother push it around for a while, but eventually curiosity got the best of me. My first thought; this stroller is hands down, the easiest stroller to push around that I\'ve ever used. In fairness, I\'m comparing this to a clumsy car seat compatible stroller, a sit and stand stroller, and a slightly above average umbrella stroller... That\'s where I\'m building my viewpoints from. Compared to any of the strollers I\'ve pushed, this is much easier to control & push. I can maneuver my now 2 year old, who is nearly 30 lbs with ease, single-handed. If you hit a big, sharp turn, it might call for a second hand, but seldom do I need to. We\'ve got another little one also. 1I used to have to use 2 hands all the time to push her around, but not anymore. That means I can help with the second kid, hold a bag momentarily, etc. It\'s somewhat liberating to be honest.When we searched for strollers & decided to get an umbrella stroller, we tried some higher end strollers in the $100 range or so (not really high end, but higher end than a true umbrella stroller) & nothing steered this easily. That said, I think for the price, it\'s really pretty fair given the maneuverability of this stroller. Can you find something else that steers this well, but is cheaper? Don\'t know. I couldn\'t, but I don\'t have access to try them all. I know this one works. I know it\'s better than others we tried for not a whole lot less money, so in my book, it\'s a total winner.There are a couple of negative things to note, but just nothing I felt worthy of docking a star. First off - it\'s not the easiest thing to fold/unfold. It\'s not that bad though. I did it, under a minute, no instructions; first time I tried. It\'s pretty simple, but it\'s got a slight learning curve. Let\'s be honest though; most of these things do. Once it\'s folded, it\'s nice and compact, and most importantly, it\'s small. Second, no cup holder... That\'s almost worth a star, but it\'s just not that big of a deal to me. I think a cup holder would honestly get in the way of how this thing folds.Overall though, I think this stroller brings a lot of value. Okay, it\'s not a $900 stroller. It\'s also not a $60 umbrella stroller. It pushes and controls nicely & easily. It folds down small & takes up very little space. It works just fine for me!",5
"1749","Soft Gear My Booster Seat, Mint","Great seat! Love how well it grips the chair and so easy to move around! Wish I had this year\'s ago.",NA
"1750","Dream On Me Classic Toddler Bed, Cherry","The bed is perfect! It arrived promptly and was easy to assemble. My opinion matters, of course, but the important review should come from my granddaughter. Fortunately, she absolutely loves it.",5
"1751","NoJo Secure-Me Soild Mesh Crib Liner, Ivory","It comes in four different pieces and the panels don\'t seem to line up right with the dimensions of the crib so when it is tied it is either too loose or it is pulling away from the side.  However the color is good and it will do the job.",4
"1752","Fisher-Price Booster Seat, Blue/Green/Gray","Bought the booster seat for a 5 month old who sits with assistance/support. I had three main considerations:1) I did not want to invest in buying a fancy high chair that has an option for infants to use it for just a couple of months but was concerned the baby will not be comfortable in this one.2) I looked for a chair that occupies minimal space by either folding or fitting under the dinning table3) I wanted something that is easy to keep clean.This booster is great in all of these three aspects and at times even exceeded my expectations:1) The baby is stable. We did put a folded blanket at the side of the chair to make the fit better. And I love the fact that this chair will continue to be used up until she sits at the table on a regular chair. Great investment! She likes the chair and gets tiered of sitting only near the end of the feeding session.2) The use of the two straps (one around the seat and one around the back of the chair) make it stable on the chair. It is low enough to be able to move the chair with the booster under the dinning table. So it takes minimal space and allows the baby to sit at the dinner table with the family, which makes feeding so much more fun.3) Cleaning-wise it is just wonderful -- easy to wipe off plastic that can be taken apart and thrown into the dishwasher.The only downside: You cannot put the baby in when the table compartment is attached to the chair. So you have to remove it and put it back in once the baby sits there. Its is not hard to do, but it is an annoying extra step to take, sometimes with a hungry or a fussy baby. Plus, I thought the whole point of a removable try is that you dont have to take off the whole table compartment for cleaning -- only the insert. But in reality you need to take them both anyways, so what\'s the point?!",4
"1753","Philips AVENT Soothie Pacifier, 0-3 Months, 2-Pack, Pink/Purple","These are the only paci\'s my baby will take...she is completely breastfed and these do not confuse her. I will recommend these to anyone.",5
"1754","Leachco Cuddle-U Nursing Pillow And More","I bought this as a shower gift for my niece in law and she loved it! It\'s comparable to a Bumpy but has the added feature of the harness for added security. I really liked this feature. The harness also folds away into it\'s own pocket if you don\'t need it, so it\'s never in the way. I would definitely buy this product again if the need arises.",5
"1755","Dream On Me Classic Toddler Bed, Cherry","This bed was perfect for our needs.  It was easy to assemble it and my little guy loves his new bed.",NA
"1756","North States Supergate Easy Close Metal Gate, White","We have had a problem with 2 of our dogs starting to ""soil"" the carpet in one room in particular.  All we needed to do is keep them out, but keeping the door closed all the time was simply impractical.  This gate was so reasonably priced and so well reviewed that we had to give it a try. Wow, glad we did!  This is a terrific product!  I just wish we had had this when the kids were small!I don\'t think the product discription is clear enough.  This is a spring loaded gate, that if you open it all the way (it swings in or out), it will stay open.  But if you only open it part way, it swings closed again when you let go.  Opening is simple.  Just lift up on it and push (one hand operation).  That\'s good enough for us since we\'re dealing with dogs, but it has a safety that you engage with a simple twist that adds a second step to opening the gate if you\'re dealing with clever little kids.One reviewer commented that they were somehow challenged by the ""assembly""......  I don\'t know what to say about that (or them).... This thing is SUPER easy to install!!  It was up and swinging 10 mins out of the box.  I didn\'t even read the instructions.Get it, you won\'t regret it!",NA
"1757","Mamas &amp; Papas Baby Snug Activity Tray","I love this activity tray that fits on the Mama & Papa chair. I would not purchase from Amazon, though, because it is cheaper elsewhere. However, it really is a great addition to the Mama & Papa chair. It\'s colorful, which my son loves, and there are several ""activities"" on it that he can enjoy. Sometimes this will keep him busy for up to 30 minutes. It\'s great if I need to cook dinner or fold laundry and need him to be entertained for a bit. He LOVES the red ball that spins and makes noise. Some of the parts have nubby bumps on them, and he likes that, too.My only somewhat complaint is that it doesn\'t stick TOO well to the try. It does have suction cups, and it lasts for a bit, but I find that sometimes my son himself can detach the attachment. This isn\'t a huge deal, though, and I still give it 5 stars.",5
"1758","The First Years 2 Pack 9 Ounce Insulated Sippy Cup, Disney Princess","They do not leak like a lot of them do. You can put them I the dishwasher if you want but I prefer to wash them by hand",5
"1759","Exergen Temporal Artery Thermometer MODEL# TAT-2000C","I buy thermometers regularly because they get lost in the house and I often end up hating the new ones I buy. I bought this thermometer at the drugstore in May for almost a hundred dollars! It\'s shocking to see the huge price drop. Regardless, it\'s worth it. It\'s accurate and consistent. The thermometers that take the temperature in your ear constantly change their reading. This is not the case here. To test accuracy, I checked my temperature even when healthy and compared it to the good old-fashioned thermometers that just take longer to give a read out than I prefer.",5
"1760","Prince Lionheart bebePOD floor seat, Yellow","As soon as my baby turned 3 mos and was able to hold her head up very well we tried it out and it was fun to see her sit up right in front you when just 3 months ago she couldn\'t even lift her head on her own. Now at 5 months my baby can\'t sit on her own but loves sitting in it but not too long. I\'m excited to start feeding her rice cereal and using the tray attachment. She tends to lean to the side though on it which bothers me and she won\'t stay in it on her own too long. She\'d rather crawl/scoot on her floor mat so it\'s going to be more for a temporary place to sit, especially when starting solids. My baby\'s a bit on the slender side but I can see how this is better for thicker thighed babies. But I\'m wondering if the Bumbo would\'ve held my baby better because her thighs aren\'t as chubby.",NA
"1761","Petunia Pickle Bottom Touring Tote - Frolicking in Fez","At first, I wasn\'t sure that I wanted to pay for this diaper bag. It\'s a little pricey when there\'s so many other things to purchase for baby. I looked into several other options, but wasn\'t satisfied with anything else. Other bags had lower quality material and were not as functional. The difference with this bag is definitely the fabric. The glazed finish is awesome and will help the bag last longer. It wipes clean easily and I absolutely love the print. There are lots of pockets on the interior that make things easy to find. The stroller straps are great for shopping trips. You won\'t be sorry you bought this bag!",5
"1762","The First Years 1 Pack Breastflow Bottle, 9 Ounce","This helped the breastfeeding relationship between my son and I to continue smoothly. I work full time and committed to no use of formula and to breastfeed for at least a year. My son is is almost 9 months and I noticed that even with the tested slow flow nipples, he started to get very very impatient after I get home since he\'d been using bottles while I\'m at work. I feared early weaning so I ordered these bottles. These nipples couldn\'t be any closer to breasts and my son takes so much longer to finish a bottle and has to really work for the milk. I am so happy I purchased! Any assistance with meeting a breastfeeding goal is priceless.",5
"1763","Orbit Baby Infant Car Seat and Base G2, Black","I bought the Orbit system for its green, non-toxic properties.  I have been satisfied with the soft, comfortable, green materials on the interior.  My main problem with the seat is its weight.  It is extremely heavy.  I have started using the stroller to bring my daughter into stores, even for very brief trips where I wanted to just carry the car seat.  Also, you can\'t purchase small stroller frames like the Baby Trend to transport the car seat because of Orbit\'s unique base.  I have found it a bit cumbersome to always have to use the Orbit stroller with the car seat.My daughter, who is 2 months old, does not like taking car rides, but I don\'t know if this is b/c of the Orbit or for other reasons.Overall, I would purchase this seat again because of its non-toxic properties and because of the overall Orbit system (see separate review).Safety note:  the car seat has a loop in front that you use to tighten the straps.  It is easy to trip on this loop if the car seat is sitting on the floor.  I almost tripped on it and my husband tripped on it while carrying our baby.  Be aware of this if you make this purchase.",4
"1764","Safety 1St/Dorel Oven Lock 241 Child Safety","I like the lock, however the sticky tape that comes with it does not hold well.  I need to get some better tape and then it may stay on better.  It does at lease deter my daughter and she hasn\'t tried to open it since I put it on the oven.",NA
"1765","Honeysuckle Breast Milk Storage Bags, 75 Ct (3 Boxes of 25 pcs)","I can\'t wait to try this product, but I\'ll just have to wait until the baby is born! I\'ll update in June. I can say the shipping was extremely fast, and arrived in perfect condition.EDITED: I LOVE these bags! I ordered a huge mess of them and I\'m so glad I did! I\'ve been using them for storage for our baby, but also using them as a milk donor to another mother. I\'ve never had a bag leak yet and I\'m halfway through my stash. : ) Will definitely buy again!",5
"1766","FunBites Triangles - Orange - Cuts kids\' food into fun-shaped bite-sized pieces . . . Great for picky eaters and bento!","I got these to try to make my picky eater try new things, she loves all the shapes and what you can \'build\' with them!! Going on my holiday gift list for friends w/ kids!",NA
"1767","Eddie Bauer Trail Hiker 3 Wheel Travel System RED","As stated in the description this is simply a 3 wheel hiker, it does not say anything about being a jogging stroller.  I have a sit n stand that is like pushing a bus and the wheels are hard to straighten out with any weight at all, so being compared to that, this thing moves like a breeze.  I don\'t know how other reviewers say it folds flat because I can only get it to fold in half where it can stand on all the wheels. This is an excellent feature, but you need a large trunk/suv - I have one of my seats folded down in my SUV for this thing, it folds wider than my double stroller.  The back wheels are wide, which helps the stability, but is a bit difficult to maneuver through a mall or other crowded areas.The carrier is longer than most, I have a graco that my 5 month old seems to be starting to outgrow, and put my son in this one when I picked it up, and he has so much more room to grow in this, so I\'d say it will last a while in keeping little one safe.  I have seen reviews that say the baby leans forward, but you can adjust the base to align the ball in the alignment tool on the side of the seat - no big deal.  Overall it is a good quality stroller/carseat combo it just takes some getting used to.",NA
"1768","Graco Twin IPO Stroller, Platinum","This stroller is a must have for parents and kids on the go (and who love to travel). We bought this stroller to take on vacation and have been test driving it ahead of time. It is very easy to put together and handles like a dream. It is a little on the heavy side and takes a bit of muscle to snap it into place but once it is done it is awesome. It folds up quite small and will be a great asset in airports. We have an almost 5 year old and almost 2 year old and they both fit comfortably...our 5 year old walks most places, of course, but when she gets tired she quite enjoys chilling and being pushed around. I would recommend this stroller without reservation...well built and relatively easy to use!",4
"1769","Hudson Baby Striped Chenille Blanket, Pink","Amazingly soft were the first words out of my mouth when I opened this package. The blanket was much prettier than represented in a picture and is so cuddly for the little bundle of joy wrapped inside.",5
"1770","Tiny Love Clip and Go Musical Mobile","Used this for both my babies and each one responded to this toy like no other. When they were only a few weeks old and didnt pay attention to much at all, this was the only thing that got them smiling and excited.Recommended this to tons of friends as well and was a hit with everyone.Contrary to some neg comments, the clip is very very strong and has always hung on our stroller canopy with no issues",NA
"1771","Cosco Fun Sport Play Yard, Wild Adventure","This play yard couldn\'t be easier to set up! I had it out of the box and set up within 5 minutes.I bought this play crib as a back up. My son hates his crib, and he wakes up every time I lay him in it. So I wanted something that he could nap in. I previously purchased another play crib for him to use at my parents\' house. This crib cost less, and it seems just as sturdy. The bottom is also more padded than the other crib I previously purchased.Also, it\'s cuter than it appeared in the pictures. All in all, it\'s a great purchase.",5
"1772","Picky Sticky Baby Photo Monthly Onesie Stickers (Boy O Boy)","These are perfect to stick on a white onesie each month for pictures documenting baby\'s first year.  This would make a great gift for a new mom/dad.",5
"1773","Replacement Tubing (Retail Pack of 2) for Medela Pump in Style and New Pump in Style Advanced Breast Pump - 100% BPA FREE","Works great! I lost one of my original tubes. So happy that these came! They fit perfectly! Thank you so much!",5
"1774","Sugarbooger Children\'s Closet Dividers, Pink Dot","These children closet dividers work well and serve their purpose.They are cool and kids like them cause you can draw on them.",4
"1775","Piccolo Bambino Cotton Velour 5 Piece Gift Set, Blue","This blanket is so soft even after washing! Also, it is larger than other baby receiving blankets which makes it perfect for swaddling. I\'m not a huge fan of the booties, they tie up but the strings are so small so I haven\'t used them. However, I have used the mittens on my newborn since I brought him home and they work really well although he is able to take them off on his own even though he is a newborn so maybe they are not as well fitting as I would have liked. The doggy is a cute addition to this set as a security blanket.",5
"1776","Skip Hop Duo Deluxe Diaper Bag Limited Edition, Edgewood","I bought this as I had had one when my kids were and nappies and loved it as a diaper bag. Then a friend with a 4 yr old and 7 yr old came to visit and was now using hers as an airplane bag and raving about it. So I bought a clean fresh one to use as she does for iPads, colouring (book and crayons pencil case), bottle of water first aid kit, small restaurant toys (figurines), it is fantastic! I keep it at the ready for restaurant outings, airplane trips, keeping little ones occupied during older ones activity classes. It is my total go to bag. It looks great has all the pockets to be organised can be hands free! It has it all! So well worth the investment as a diaper bag ( it is the best one I had - 3 kids and went through 5 diaper bags) and has a wonderful extended life as a travel/ day or night out with the kids bag! Very highly recommend! Stylish and very practical!Would even say Skip Hop could adapt this great model and make a bag to be used with older kids.",NA
"1777","WallStickerUSA Medium &quot;Sometimes smallest things take Up the most room in your heart.&quot;-Winnie The Pooh Quote Saying Wall Sticker Decal Transfer Film 17x25","This is so beautiful on the wall in my room. Wow!!! what an addition. I highly recommend it Thanks so much",NA
"1778","Fisher-Price Rainforest Melodies and Lights Deluxe Gym","I bought this as a gift for my niece. The detachable toys are a hit--the monkey is her favorite toy and is taken with her everywhere. She seems to really like the music as well. I gave this 4 stars instead of 5 because the mat is not as large as I would like (one roll and she us up against the bar), it does not fold up and store as easily as the Tiny Love mat that I had for my son and the mat is thin (but they all are so you need a blanket underneath if you don\'t have a carpet). I would recommend it to a friend even with those reservations.",4
"1779","Vital Baby Play \'n\' Splash 3 Piece Jungle Critter Friends Bathtime Toys","My son really likes these bath time toys. They provide good contrast in color to his other toys which are more on the bluish spectrum. They are well made and very cute.",NA
"1780","Lascal Buggyboard Maxi Black","Very helpful for riding with both my Maclaren Quest and original Phil & Teds Sport.  Just know that when you purchase this buggy board, you can\'t just buy another connector kit to switch back and forth ... you have buy separate buggy boards.  The arms on the buggy board face inward on one stroller, and outward on the other (plus you would constantly need to adjust the varying widths).",4
"1781","Levana BABYVIEW20 Interference Free Digital Wireless Video Baby Monitor with Night Light Lullaby Camera","Works well, clear screen, limited interference, and night vision. I am very pleased with the product. The exras are great!",5
"1782","Nuby 4 Pack Safety Pins, Colors May Vary","The product is fine, but I find them too hard to handle while you have a wiggling baby to deal with. Snappies are much easier to handle. I will have to find a different use for these than diaper fastening.",2
"1783","Ju-Ju-Be Be Quick Bag, Pretty Tweet","I use this bag as a ""quick and handy"" diaper bag alternative. It is great for taking with me and my baby into the grocery store or anywhere else wherein a big diaper bag would be taking up too much space or hard for me to carry.The bag is like a wristlet. It will easily hold 3-4 diapers, to-go wipes carrying case, and a one piece change of clothes, with room leftover for a couple small items (pacifier, ointment, etc.).This is now my go-to bag.",5
"1784","Boon Fluid -No-Spill Toddler Cup in Orange/Blue","Yes, the lid is difficult to get off...but then again, the kid can\'t toss it on the floor and pop it off!!!  Peraps put a paper towel in your hand to protect your fingers while removing the lid...  It is great because it can\'t be unscrewed and dumped all over but a 23 month old!  I have had no leak issues either and my son has no problems getting liquid out of it!!!We really like the cup!!!And, it\'s BPA Free!!!",5
"1785","Disney 4 Piece Toddler Set, Princess Dress to Shine","It\'s so colorful! soft! this is going to look amazing in my daughters new princess bedroom.Highly recommend it. great purchase!",5
"1786","NoJo Ahoy Mate Hamper","goes well with the overall theme that i am doing for the nursery.  this hamper is quite large and cute.",5
"1787","Safety 1st Vantage High Back Booster Car Seat, Nitron","car seat is average. really wished that the arm rests flipped up like they do on the majority of other car seats to make it easier to get child in and out of the seat. also, the cup holders are so low and because of the fact the arm rests dont move, i just removed it because it was too hard for my son to get his bottles or juice cups.",3
"1788","UPPAbaby Plum VISTA Stroller","I guess what most people look for in a review are the cons, so I\'ll start there.  This stroller is huge, making it less than ideal if you are looking to put it in the trunk of a car.  Sometimes I catch the rear wheels on stuff--but they are what give it a great smooth ride. They are also solid instead of inflatable, which means no maintainence.It folds pretty compactly if you take the seat off, but it isn\'t necessary.  The seat is reversible giving you the option of being able to see your baby while pushing it.It would also be nice if it included a cup holder or child\'s tray.  I purchased a Baby Jogger cup holder and installed it--which is a bit of a pain.  The pockets inside of the basket hold drinks fine, but it would still be nice not to have to bend over.Everything is removable, which is usually great, but sometimes my wheels come off when folding it.  It only takes 1 second to put them on, but I fear really losing one when gate checking it at the airport.It is supposed to be easy to fold, but this took me a while to actually figure out.  It is very simple once you understand it, but I\'m impatient and didn\'t read the instructions.Some great things.  I love, love, love that the bassinet is included.  However, you probably won\'t get too much use out of it if you use it for your baby, I think it\'s supposed to be used until they are 15 lbs.  I however, never follow these rules and put both my 6 month old and 2 yo in it together.  The older one just sits with his legs straight out and the baby sits between them.  I also have the optional footboard that my 5 year old stands on.  I can push the Vista with all 3 kids in/on it with minimal effort.  If it\'s just the baby, its really easy to steer and push one handed.  Seriously, its the best ride of any stroller I\'ve tried (and I\'ve owned at least 7 or 8).The colors are great, although a little more subdued in person.  It was really hard to find a purple stroller, so it made me so happy to find the Vista.  Unfortunately, it\'s been discontinued in the 2009 lineup.The adjustable height handle is a lifesaver.  No more stooping over again.  Everything is washable, which is great for the mattress cover in the bassinet, since my baby tends to be leaky.  It also reverses from a breathable side to a warmer microfiber/sueded side, which would probably be nice in a cooler climate (not for this FL gal).And best of all, it just plain looks cool.  It\'s a head turner of a stroller and who doesn\'t love being envied?  Unless of course, some steals it, which is always on my mind when we are at Disney.So if you have a place for a larger, sturdy stroller with a super easy ride, this is a fantastic choice and one you don\'t see every mom in town pushing.",4
"1789","aden + anais Muslin Hooded Towel &amp; Washcloth Set, Water Baby","This bath towel set isn\'t just for babies. It\'s also perfect for toddlers or young children.The towel is nice and sturdy and thick - and large! I\'m glad it is so large - will be able to use it for a long time I am sure.The wash cloth is so nice and soft - but it is huge! I\'m kind of glad because it won\'t be one of those ""baby"" wash clothes that eventually gets thrown away or donated. We\'ll be able to continue to use it even after baby is grown up. I plan on ordering an extra pack of the plain wash cloths to cycle through. Check Amazon Warehouse prices for these as they show up pretty often! They say used but mine came appearing to be new in box!",5
"1790","Kel-Gar Stroll\'r Swivel\'rs","This kel-Gar Stroll\'r is really helpfull, it helps me with my handbag a lot and with my keys",5
"1791","myBaby SoundSpa Portable","My favorite part of this sound machine: it really has helped us to walk past baby\'s room without her waking up. The volume can get pretty loud if I wish. We usually have it on white noise, which has worked well. I\'m able to leave it on all night (although there are options for timed settings). I just turn it off in the am.",5
"1792","green sprouts Lunch Chillers, Garden Bug, 3-Count","The colors are great. They keep the food and milk cold. So glad we got it.  Perfect size for our twins\' lunch bag.",NA
"1793","Harmony Kids Standard Rocker, Hot Pink","This is a cute little rocking chair. But, neither of my kids sit in it. It\'s been in our playroom for 2 years now. The stuffed animals sit in it occasionally. This is a craigslist sale waiting to happen.",3
"1794","Simple Wishes Hands-Free Breastpump Bra, Pink, XS-L","I\'m a new, first-time mom (our daughter is 6 weeks old), and after a week of holding onto the breastpump parts while pumping, decided it was time to look for something that would let me pump hands-free.  This is absolutely perfect!The sizing is great (I was a 36C before, somewhere around a DD or E now, and ordered the L/XL size).  The velcro pieces are wonderful, the sizing is remarkably flexible and well thought out.  The nipple shields stay perfectly in place, and there\'s enough support to hold onto the bottles I pump into (so far it\'s taken about 6 oz of weight, I assume there won\'t be a problem if/when I\'m pumping more).I\'m very easily able to use the computer or talk on the phone, etc... only limited by the length of the tubing now.I couldn\'t have asked for a better product!",5
"1795","The Deluxe Woombie Baby Cocoon Swaddle (Big Baby (14-19 lbs), Denim)","I purchased this thinking it was absolutely adorable (and, in-person, it is!) but I\'ve found this to be a baby-specific item. Our baby doesn\'t like having her arms restrained so this didn\'t work for us. But some of our friends say that their babies love this!",5
"1796","Simmons Kids Beautyrest Beginnings Sleepy Whispers Ultra Deluxe 2 n 1 Crib and Toddler Mattress, Neutral","This is the second Simmons reversible mattress purchased through Amazon.  The first one SOLD me on the second!  The \'infant-baby\' side is just what you would expect in a high-quality firm, but NOT stif, baby mattress for a newborn. The Simmons 2 in 1 Crib and Toddler Mattress is unequaled in quality and versatility because my daughter can use  this mattress for at least five years for her new baby-girl, my Grandchild as she grow up.  Purchased this one while in North Florida to be delivered to Big Sandy, MT (middle of nowhere).  Shipping and delivery was expedited by Amazon - as usual!  My Grandson slept on this mattress as a baby and toddler for five years.  His toddler sister is now using it. The first one has held up to jumping, rolling, and two Grandchildren so far.  Expect the second to do the same.  Would recommend this mattress to anyone, who wants quality, versatility, and COMFORT for their little ones!",5
"1797","Leachco BumpZZZ Travel Bed, Brown/Green Forest Frolics","We bought this for a long weekend in a hotel so that my son has his own room and own space. He absolutely loves this bed (he is 2.5 years). It doesn\'t seem comfortable (with enough padding on the bottom) but for a little guy it must be okay because he has slept in this on several occasions. We have brought it downstairs in our house, too, on the occasions when he doesn\'t want to go to bed in his room for nap time but still needs the rest. He will happily climb into his special bed and snooze.",5
"1798","The First Years Spinning Drying Rack, White","I am still loving this rack and my girl is 12 months. All her soppy cups now dry on this great rack! Easy to take apart and clean, holds all products very well. Highly recommend!!",5
"1799","Disney\'s Cars Cruisin\' In Style 2-pc. Toddler Sheet Set","My 2 yr old loves this sheet set, it was a great buy.  We got it along with the cars toddler bed.  Each night he decides which side of the pillow he will rest his head, Mater or Lightning McQueen.",5
"1800","Boon Flair Pedestal Highchair with Pneumatic Lift,White/Orang","i was hesitant about spending so much on a high chair but this one has become the centerpiece of my kitchen. looks great and so easy to clean. my daughter loves it too",5
"1801","Infantino Sash Mei Tai Carrier Black/Gray","I bought one of these to try out because of the reasonable price, and because our Ergo was not working for my 2 month/13#/25&#34; baby as well as planned. Here is what I like about the mei tai vs the Ergo:-Taller panel gives him head support - he likes to tilt his head back and look around and with the ergo I have to hold it with one hand since he is still a little wobbly. This lets him just rest it against the support and still look around. This won\'t be a problem once he has better head control but the ergo is definitely too short for now.-Easier to put on - it\'s always difficult for me to clip the shoulder strap when I have the ergo on alone-Price is definitely a plus! Especially if you are new to babywearing and are not sure which one you might like.-More lightweight than the canvas for the ergo-The sides of the panel are padded, so he is comfortable with his legs out even at this relatively small age. In the ergo he is too big for the infant insert but too small to have his legs comfortably out.Some might find the Ergo easier to adjust (you can just pull straps vs tying and untying) and it definitely is sturdier. So far I have not tested out either on very long walks.",4
"1802","Boon Orb Bottle Warmer,Green","Overall it looks really nice and it is supposed to be really simple to use but mine came broken. I\'m going to contact tech support because I really need it. But if did work like is supposed too, it would had been perfect! 1/13/14 I contacted amazon and they sent me a new orb right away and this one actually works perfectly. I was shocked that they sent it so fast but I\'m glad they did because it is so easy to use and fits the wide bottles we use. I am satisfied with amazon\'s costumer service!",5
"1803","Fisher-Price Booster Seat, Blue/Green/Gray","It replaced our rented high chair and serve the purpose well, at home as well as when we travel! great buy!",5
"1804","Upspring Baby Walking Wings Learning To Walk Assistant Blue","It is a little hard to get used to at first but this is a great way to get baby used to walking.",5
"1805","Dreambaby Angle Locks 4 Pack","Great idea for dresser drawers but adhesive does not stick well and they broke after a month. My toddler also figured out how to open them",NA
"1806","KF Baby Clip-On Mini Stroller Fan, Yellow","Provides okay fan cooling.  My 5 yr old loves it though and it is safe for both he and the 1 yr old to handle.",3
"1807","KidCo Convertible Crib Bed Rail Finish: Natural","I have a Graco convertible crib in Natural. We removed the front side to turn it into a toddler bed for our 2 year old daughter. This bed rail is perfect for my daughter. I was worried with the way it is set up that it wouldn\'t be sturdy enough, but my daughter has leaned on it and pulled on it and it doesn\'t move much once it is in place. She even seems to sleep up against it at night, so she must feel safe and secure. It is easy to change the sheets, I don\'t even have to move the rail at all. I have left the wood unfinished and it is fine. It is smooth to the touch and I haven\'t had a problem with any splinters. I have had blankets over it and have not had any snagging. I see no problem with it being unfinished, other than it not matching the crib\'s finish exactly. I would definitely recommend this bed rail for any parent looking to convert their crib to a toddler bed.",NA
"1808","Dr. Brown\'s PreVent Design Pacifier, Girls, Stage 1,  0-6 Months","I always love Dr. Brown things as they are a step above the rest. Very nice and well made...Nice colors too.",5
"1809","Custom Color PopDecals - Figure skating - Removable vinyl art wall decals stickers murals home decor","This looks great on my bedroom wall.  I\'m so excited to have this.  It really makes my room pop.  I felt like I needed to represent my sport, and what better than wall decals?",NA
"1810","Adiri BPA Free Natural Nurser Ultimate Bottle Stage 1 White, Slow Flow (0-3 months)","I sheepishly admit to buying the Adiri Bottle for its design value first, effectiveness second. That being said, it\'s the first bottle we\'ve tried, so we don\'t have much to compare it to, but pleasantly, it works well for us. I like the top being more breast-like in look and feel (for a hesitant one-month old baby that initially gave it the stink eye, but warmed up to it after a few minutes), and whether the petals are good in terms of baby taking less air (compared to other bottles), again unsure. But it does cause more burping than from the breast. A big turnoff for some will be that the bottle can\'t go into a bottle warmer (because the air valve at bottom will leak and/or the size of bottle), but we often store our milk in the breast-pump bottles or snappies containers and use these with the warmer.Addendum: After a few months (month 6), the babe drank less and less milk. I thought it was possibly a self-weaning, but turns out it was the bottle that was the problem. We switched to Born Free Glass Bottles and the babe seems to like this much better and  thankfully daily milk consumption went from 2oz to 23oz. Now I know why parents seem to have some many brands of the same stuff. . . . sometimes the babe just doesn\'t like it and parents are forced to try another . . . and another.  This was just my kid\'s experience. Yours might be different.",2
"1811","Frenchie Mini Couture X-Large Absorbent Hooded Towel, Turtle","This towel is thick and still soft. And it is pure cotton.Really love to use it when bathing my baby:))",5
"1812","Petunia Pickle Bottom Boxy Backpack Convertible Diaper Bag, Holiday In The Hague","I bought this bag on sale at Nordstrom for $100. I\'m sure you can buy last year\'s print for even less.PROS-1. Perfect for traveling long distances. We always use this bag for travel given all the space.2. Best feature - changing pad/station. Don\'t have to worry about icky changing tables.3. Beautiful prints. I\'ve received many, many compliments!CONS -1. it is HUGE. Not very practical as your child gets older (over 1) and you start to pack less (well, learn to pack less).2. no insulated bottle pockets - we have to pack a separate cooler for our bottles.3. designed with deep pockets. You have to really dig underneath all of the crap to get to the objects in the pockets. Difficult to do with so much stuff.In the end, we use this bag for travel and a smaller, more compact bag (Eddie Bauer $25) for every day use.",3
"1813","Pumpin\' Pal Super Shields, Angled Pumping Flanges, the Best Flanges By Far in a Complete Set of All Sizes Mom Will Need","Best flanges out there! No more pain during pumping and my supply increased drastically! Pass this along!!!",5
"1814","Custom Baby Bedding - (Purple) Zebra Princess 13 PCS Girl Crib Nursery Bedding set","This bedding was chosen by my daughter for her baby. This setting is beautiful n matches the Hello Kitty the older girls have. My only regret is not seeing there was a larger set with the Mobil. The Mobil to this set is not sold alone.",5
"1815","Sassy Spin Shine Rattle Developmental Toy","The sound is really dull and a bit unpleasant, the black and white is a good choice for newborns though",3
"1816","Summer Infant By Your Side Sleeper Portable Bedding","We purchased this side sleeper because we weren\'t comfortable with the bassinet we purchased as the amount our son moves around in his sleep and the lack of mesh siding seemed destined for disaster. This sleeper has helped so much with allowing all three of us to sleep well; baby gets a nice comfortable and safe place to sleep while mommy and daddy have peace of mind. Also, we have a queen size bed and both my wife and I have a good amount of room to sleep. Moreover, the product itself is easy to assemble, and the machine-washable sheet has come in handy multiple times already as we\'ve had a few nighttime leaks. Overall, I would definitely recommend this product to others.",5
